Time of Day,Temperature,Humidity,CO2_InfraredSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Session ID,HVAC Operation Mode,Ambient Light Level,Activity Level
afternoon,20.19,56.08,132.90000435564082,442.8975851061965,661.4025531436175,602.2543017575033,2.0,9385,maintenance_mode,very_bright,Low Activity
afternoon,19.87,54.31,120.51322417221746,475.65465400992633,678.7359159060686,615.0897528797576,1.0,9385,eco_mode,very_dim,Low Activity
afternoon,19.44,53.0,216.6938940599741,494.9436343125467,700.474668397536,637.3136939037868,1.0,9385,cooling_active,dim,Low Activity
afternoon,21.130000000000003,53.575,88.57978737226733,523.2109614145872,715.1660637722156,663.8281664750256,1.0,9385,off,very_bright,Low Activity
afternoon,19.2,51.61,81.64280751468324,526.7299881525897,717.759161628635,658.314756357893,1.0,9385,maintenance_mode,very_bright,Low Activity
afternoon,21.130000000000003,50.97,80.4422723029523,514.5365744073893,710.3365676765402,649.6333734888916,1.0,9385,eco_mode,very_bright,Moderate Activity
afternoon,19.29,52.09,88.08846100878303,512.337879495092,707.4380600342886,655.6482526895046,1.0,9385,off,bright,Moderate Activity
afternoon,19.41,51.99,84.31977171698382,519.5396221137221,707.3466616103398,655.2928996801794,1.0,9385,off,very_bright,Moderate Activity
morning,17.76,51.88,97.01065565356018,520.0939388642781,714.6819557919542,657.4328264287967,1.0,9658,eco_mode,bright,Low Activity
afternoon,19.52,52.53,86.67385183637028,494.2605759964827,699.5268526973917,632.7022909665363,1.0,9385,cooling_active,very_bright,Moderate Activity
night,20.71,55.14,144.44658129507212,359.90817516716146,624.1908568317884,543.4184735714639,2.0,3074,ventilation_only,bright,Low Activity
afternoon,19.48,53.575,84.78090320738157,488.2754511123034,702.6271888241882,634.900479278134,1.0,9385,cooling_active,very_bright,Low Activity
evening,21.23,49.11,112.84437679368438,401.2398006876745,684.7122613174491,612.8689640338038,2.0,9658,off,very_bright,Moderate Activity
afternoon,19.93,52.64,94.86404885557222,479.65328563896577,698.7157249174412,644.2815821632805,1.0,9385,heating_active,moderate,Low Activity
afternoon,21.16,58.41,150.3358538956391,517.5719634718068,670.9236204516966,585.0749993584203,2.0,1458,ventilation_only,very_bright,Low Activity
evening,25.16,46.81,116.68716038954452,410.70060304795385,654.6908857752085,565.4756586756808,2.0,7395,ventilation_only,very_bright,Low Activity
afternoon,19.46,53.575,111.733613719418,499.1957771511893,699.7529875818036,620.5512217854006,1.0,9385,off,very_bright,Moderate Activity
afternoon,19.48,55.04,114.36988221595288,497.9089985422387,691.3082029213497,629.6427521025507,1.0,9385,off,very_bright,Moderate Activity
afternoon,21.130000000000003,55.23,113.24060016390683,489.4637866832343,699.4572845061044,639.8708698482059,1.0,9385,heating_active,bright,Moderate Activity
afternoon,19.8,54.1,107.73028334739102,514.7385982501385,694.3747354986416,615.6241300818634,1.0,9385,eco_mode,dim,High Activity
night,18.8,53.48,123.90068141968936,456.64193525309776,701.2695065371295,630.1159397940567,1.0,6847,eco_mode,very_bright,Moderate Activity
afternoon,21.130000000000003,53.96,102.7147300951206,513.5836237171885,699.3294927510377,638.6505989218182,1.0,9385,off,very_dim,High Activity
morning,21.9,53.435,106.08360513291582,487.1645207167092,659.3503209152143,593.4240576045373,2.0,7058,cooling_active,bright,Low Activity
afternoon,18.45,52.32,116.74805703316532,456.6846470670221,654.4944881487743,558.8052873513014,1.0,2105,off,very_bright,Low Activity
afternoon,21.130000000000003,53.575,105.7736862063778,487.47836225362266,687.3101248428349,632.2648189016803,1.0,9385,off,very_bright,Moderate Activity
night,18.39,52.36,119.07068298728748,484.1647917118798,714.4226729076825,649.3330472816546,1.0,1374,cooling_active,very_bright,Low Activity
evening,23.08,42.78,114.39646878834164,483.029253097181,689.518446143109,615.6642869944337,1.0,8052,maintenance_mode,dim,Moderate Activity
morning,15.61,41.89,71.82994844115578,555.9461017569123,754.5406073597297,695.4640451020622,1.0,8052,off,moderate,Moderate Activity
afternoon,19.77,53.575,106.81430956856065,382.4048210662648,658.6330947286039,603.3902669212993,1.0,9385,maintenance_mode,bright,Low Activity
morning,22.615000000000002,54.66,111.5569858351382,490.00517775313193,674.661076388347,612.43009771542,1.0,4703,eco_mode,bright,Low Activity
afternoon,19.78,53.575,108.84109114873932,355.84154602679814,673.5119798297134,601.9415117132563,1.0,9385,cooling_active,very_bright,Low Activity
afternoon,23.34,51.74,113.50321281153695,479.861629122207,669.2167399106842,609.7565236992829,1.0,5214,cooling_active,very_bright,Low Activity
afternoon,19.53,55.43,98.13606652851972,373.3479922829122,676.1444212598936,594.8190325713567,1.0,9385,eco_mode,very_bright,Low Activity
afternoon,19.31,53.575,100.05070267921408,388.1631591240367,458.9569200615535,609.1875216250623,1.0,9385,ventilation_only,dim,Low Activity
afternoon,19.42,55.55,101.52810568261484,413.641152738654,680.9927203495871,610.851595182215,1.0,9385,cooling_active,moderate,High Activity
night,20.3,53.2,107.27040233744523,432.63045425026473,678.9330536697076,603.9112472930384,3.0,7241,off,bright,Low Activity
afternoon,19.46,55.75,95.37146377412716,374.65000369541906,668.2863898280085,600.9124790457328,1.0,9385,eco_mode,moderate,Moderate Activity
afternoon,20.47,53.57,100.1621021919986,395.7802084428405,873.2212189091174,608.7127506010632,1.0,9385,ventilation_only,very_dim,High Activity
afternoon,20.62,53.14,105.6647269728066,415.3889627515793,679.6045866166014,609.2128869898023,1.0,9385,heating_active,moderate,Low Activity
morning,16.06,45.08,68.50069531809892,571.3724317812977,757.5125922428617,715.8495955877871,1.0,6431,maintenance_mode,moderate,Moderate Activity
afternoon,21.23,52.9,114.0314708215362,427.8700159844039,680.4195909330364,618.112862473057,1.0,9385,maintenance_mode,very_bright,Low Activity
afternoon,21.41,52.89,118.54116727730576,426.5588169550234,666.603391458014,603.2446141988453,1.0,9385,cooling_active,bright,Low Activity
afternoon,21.52,52.93,229.0647138147958,428.5435636745645,666.5712643027146,601.785730624462,1.0,9385,cooling_active,very_bright,Low Activity
afternoon,18.51,52.23,111.25061267572606,461.4466794260875,706.848594330696,635.3755946514929,1.0,9658,maintenance_mode,bright,Low Activity
afternoon,21.85,52.57,132.6684577922909,434.65372769702947,666.5714531683533,612.2462635049984,1.0,9385,off,very_bright,Low Activity
afternoon,21.84,52.93,130.1075643020809,443.1799363013293,564.1399493251766,598.6607972504909,1.0,9385,off,dim,Low Activity
afternoon,22.01,53.575,141.9863362552723,437.0663974332358,667.4767862610378,614.4851847437811,1.0,9385,maintenance_mode,very_bright,Low Activity
afternoon,23.23,53.97,113.5655302670516,482.2005361353578,650.9951972378491,580.5919197908563,1.0,8936,ventilation_only,very_bright,Low Activity
afternoon,22.27,53.575,141.91361037223442,439.69051901490855,668.4367468001572,596.6786330996362,1.0,9385,ventilation_only,very_bright,Low Activity
afternoon,22.38,52.75,177.98118685791067,438.8858661840836,657.2895349014634,608.3663284104803,1.0,9385,maintenance_mode,very_bright,Low Activity
afternoon,21.130000000000003,52.33,151.8593718555025,429.7719437396565,667.2209044103472,601.2328322957995,1.0,9385,cooling_active,bright,Low Activity
afternoon,22.73,52.15,149.91588632728832,438.17388079509834,666.123842960831,594.946834041884,1.0,9385,heating_active,very_bright,Moderate Activity
evening,21.92,46.49,104.06579372319706,360.2460725840372,607.4685812485955,518.5472755052841,2.0,3418,ventilation_only,bright,Low Activity
afternoon,22.96,51.9,159.4108669415468,446.648807068686,665.0403159821841,601.6988342178471,1.0,9385,heating_active,bright,Low Activity
evening,24.25,49.04,112.2883114509175,407.7819088797418,668.777874271395,576.1231085274261,3.0,7241,eco_mode,moderate,Low Activity
afternoon,22.9,52.33,161.58258970466548,441.7948193258999,665.4573854671688,595.8005932804864,1.0,9385,cooling_active,moderate,Low Activity
evening,22.67,47.91,121.07335438162688,462.4897241293193,677.997314578198,613.1804781132428,1.0,9658,eco_mode,bright,Moderate Activity
afternoon,22.96,52.36,159.29275743860754,436.2334192771352,666.9302518626694,592.136896751917,1.0,9385,ventilation_only,very_bright,Moderate Activity
afternoon,23.56,50.595,117.73360775604904,434.9686860338512,627.2212706186926,547.5483833797152,3.0,4703,cooling_active,very_bright,Low Activity
evening,23.01,46.36,98.26986995667652,437.4706574422638,693.2587048218218,606.7099766560909,1.0,1482,off,very_bright,High Activity
afternoon,23.14,53.575,163.11120673706404,445.3719394106532,663.370875330238,589.5176917821491,1.0,9385,maintenance_mode,bright,Low Activity
morning,17.59,49.68,224.38000527793588,502.05153913315127,734.514832871496,678.2430602154197,0.0,1374,eco_mode,bright,Moderate Activity
night,19.73,52.68,108.5248717045504,465.91007265996114,684.3960539843467,613.976239763514,1.0,2847,cooling_active,very_bright,Moderate Activity
afternoon,23.38,52.07,160.38698376435488,439.3123635490667,511.50508743855573,595.4979117925025,1.0,9385,off,very_bright,Low Activity
afternoon,23.61,51.63,165.77430130404298,437.4437386620959,661.913567286363,601.498738416542,1.0,9385,cooling_active,very_bright,Low Activity
afternoon,23.65,51.61,162.8349363012118,438.69280317029774,664.0344724701429,595.2625524772784,1.0,9385,cooling_active,very_bright,Low Activity
morning,19.03,51.27,111.12875702729178,495.9171754043484,694.4568032221074,644.2903406563689,1.0,8374,maintenance_mode,bright,Low Activity
evening,23.93,50.96,215.60292127633983,436.2861415755048,662.937999904519,593.5650839381906,1.0,9385,off,very_bright,Low Activity
afternoon,24.05,50.22,104.25931259770223,473.1943151027333,678.605524626296,602.2276164737813,1.0,5214,cooling_active,very_bright,Low Activity
evening,23.9,51.49,175.5215867240799,433.8310150623803,654.3688103081869,597.4576846107656,1.0,9385,maintenance_mode,bright,Low Activity
evening,23.76,53.575,171.30250110643075,431.2132697805699,662.2032062852767,594.850963988363,1.0,9385,off,very_bright,Low Activity
evening,23.84,51.34,170.18388562567702,446.6244126893877,655.0893677906057,607.5599592113732,1.0,9385,eco_mode,bright,Low Activity
night,19.25,45.84,118.28009423028716,467.75578074790974,692.9389177464546,599.3822782930614,2.0,2679,maintenance_mode,very_bright,Moderate Activity
evening,23.73,51.15,162.0429578705072,444.9394526424505,665.8774274167437,602.351471663716,1.0,9385,heating_active,very_bright,Low Activity
evening,23.75,51.01,162.43863432267133,442.52225712021186,667.0739760448487,598.5699748455935,1.0,9385,cooling_active,bright,Low Activity
night,22.41,52.19,119.2647903608689,434.40611672270467,639.5474700018975,563.9030636102792,3.0,9385,heating_active,bright,Low Activity
evening,23.99,53.575,37.85572427463035,459.0858708716616,669.2335774636971,601.3338719590239,1.0,9385,cooling_active,very_bright,Low Activity
evening,24.3,43.68,139.2359564760098,440.9306429286367,650.3609667615581,535.1510143873438,1.0,6847,heating_active,bright,Low Activity
morning,19.05,53.01,111.76000383431294,487.0383107014836,689.7335100462383,624.474612952514,1.0,2847,maintenance_mode,very_bright,High Activity
morning,21.72,52.36,106.96003345076498,490.54070626580614,667.2020223840434,605.9596195197045,2.0,7058,cooling_active,very_bright,Low Activity
evening,24.05,50.23,159.09201383408714,443.11773277463584,662.0577601733124,597.7289771456399,1.0,9385,off,bright,Low Activity
evening,23.98,50.61,160.915728383644,447.853028393863,664.6523627227973,600.979626070909,1.0,9385,ventilation_only,bright,Low Activity
evening,23.96,50.71,158.23095239946866,453.4128956399182,658.3009436038183,595.3806010297353,1.0,9385,eco_mode,bright,Low Activity
evening,21.130000000000003,50.71,155.67290969461953,448.0432316294954,661.6861305521,602.9296600334826,1.0,9385,heating_active,bright,Low Activity
evening,23.78,51.1,147.3970948829962,447.6888074747826,672.9236324789397,587.6470169262303,1.0,9385,off,very_bright,Low Activity
evening,23.61,53.575,144.2432511724524,430.02143896320064,670.4145104995818,595.9779406901138,1.0,9385,ventilation_only,very_bright,Low Activity
night,20.63,54.445,127.13206886136476,453.6843071954926,670.3459017586804,589.97420967115,1.0,3592,ventilation_only,very_bright,Low Activity
night,19.6,49.49,116.99648279765668,389.790417592891,641.4759932623286,564.3910808805904,1.0,3418,maintenance_mode,bright,Low Activity
evening,24.01,50.01,104.76392023422142,389.1827733709795,646.6930219396701,585.6895828962669,2.0,4703,ventilation_only,very_bright,Low Activity
morning,20.02,55.26,117.09297033005367,469.5479980166028,687.9372290043538,617.4942414639227,1.0,9385,eco_mode,very_bright,Moderate Activity
evening,23.04,46.13,36.23082168226391,443.1177439984237,512.9493755502309,571.8873065678418,1.0,7963,eco_mode,bright,Low Activity
evening,23.72,53.575,153.19361802266707,444.9366009408757,657.8121620022406,585.8843776039936,1.0,9385,maintenance_mode,moderate,Low Activity
evening,24.03,50.37,149.8186599239764,443.6631870213369,640.4043676843563,574.087606276274,1.0,9385,heating_active,dim,Low Activity
evening,23.87,50.73,146.50057501836633,462.438321144369,645.8138481635183,575.4354571784218,1.0,9385,eco_mode,bright,Low Activity
night,18.88,51.67,123.87370952133163,482.4441296801371,672.2526288828843,601.851889675629,1.0,1374,cooling_active,bright,High Activity
morning,16.99,50.95,113.63979017068884,493.1153929868903,701.6285724736726,639.7759712967427,1.0,2679,eco_mode,moderate,Low Activity
evening,24.03,50.38,144.0597340379611,451.0094606068901,469.6367750706404,588.5114589941619,1.0,9385,heating_active,very_bright,Low Activity
evening,23.98,50.68,142.09001468080135,463.04052287944927,648.775543969829,586.7175020656965,1.0,9385,ventilation_only,bright,High Activity
evening,23.54,53.575,11.773878127238332,456.4075539079381,658.1481083167818,580.661437968875,1.0,9385,cooling_active,very_dim,Low Activity
evening,23.7,53.78,111.36061194876518,439.61878772949785,649.9029288205469,574.4398660010704,2.0,5214,ventilation_only,bright,Low Activity
evening,24.4,50.495000000000005,111.91420244704328,462.8504842641957,686.9174813429712,617.221497144562,1.0,9241,heating_active,very_bright,Low Activity
evening,23.29,51.65,135.63502117583553,453.8408030133101,647.3173991234082,581.6589208216902,1.0,9385,ventilation_only,dim,Low Activity
evening,23.27,51.85,137.8232725122011,465.2830278465213,661.6672805780178,589.3492614819637,1.0,9385,maintenance_mode,dim,Low Activity
evening,23.61,53.575,135.013796207758,445.67440446725914,647.9958681957479,589.8402324348957,1.0,9385,off,very_bright,Low Activity
evening,23.73,51.01,237.6698506974636,442.8811655559387,658.5281903788763,587.385109642397,1.0,9385,heating_active,moderate,Low Activity
morning,17.48,50.42,83.92462552658124,577.644837983287,512.2821413764561,701.1128400762228,1.0,4129,ventilation_only,very_bright,Moderate Activity
evening,23.85,50.8,141.46283376974952,455.6693079334294,666.63494419866,588.0106452159814,1.0,9385,off,very_bright,Low Activity
afternoon,18.85,56.12,72.19328395437566,566.3759069571844,722.2308230095449,664.0981177116793,0.0,3592,ventilation_only,moderate,Moderate Activity
morning,18.31,52.64,77.06462471082648,541.6198027490584,719.9084136191316,667.945125160012,0.0,4507,ventilation_only,bright,Moderate Activity
evening,23.81,53.575,131.50485308035542,456.3742045508832,665.9302090998756,599.7033832905588,1.0,9385,maintenance_mode,dim,Low Activity
evening,23.81,50.58,125.88579240122888,455.1653014955238,658.9593219846334,598.2731080252669,1.0,9385,heating_active,bright,Low Activity
evening,21.130000000000003,50.32,126.09086487839468,462.1662571252684,499.4868656847465,576.8354957075006,1.0,9385,cooling_active,very_bright,Low Activity
evening,23.25,51.49,129.55088633135426,449.1063805294572,650.1270172197336,584.6735065475588,1.0,9385,heating_active,very_dim,Low Activity
evening,23.09,51.48,126.35194439325196,441.5156294985261,661.841511365609,583.0315387314328,1.0,9385,eco_mode,dim,Low Activity
evening,23.1,51.52,128.09048778955696,453.4687025263808,663.0831587544161,595.991000856913,1.0,9385,off,very_bright,Low Activity
evening,23.11,51.81,124.19881166016782,440.08091032698377,654.4606629414328,587.0882296318673,1.0,9385,heating_active,moderate,Low Activity
evening,23.25,51.63,134.26833052637278,442.50129694983013,665.900348465979,601.307121130337,1.0,9385,eco_mode,very_dim,Low Activity
evening,24.0,53.575,140.01883473417837,443.51934362164224,655.6024304126169,586.3720817734073,1.0,9385,heating_active,very_bright,Moderate Activity
evening,23.8,50.59,133.6019328859365,444.44462868737423,671.7816320121925,595.993136260474,1.0,9385,heating_active,bright,Low Activity
evening,23.85,50.7,221.62718574826636,464.52756817742994,661.1438194275892,588.4838818495401,1.0,9385,maintenance_mode,very_bright,Low Activity
evening,23.96,50.32,130.33211293052702,456.37366954040766,663.0477749175898,600.3059685591179,1.0,9385,cooling_active,bright,Low Activity
night,17.97,48.51,7.364878384732634,473.3063503839041,685.4016009712744,628.0311875312113,3.0,8052,eco_mode,moderate,Low Activity
evening,23.7,50.49,122.980493814929,457.22830255156714,663.5932013664836,596.3294170290377,1.0,9385,cooling_active,very_bright,Low Activity
afternoon,24.48,48.61,150.70099023334924,382.8281438978155,638.753455462812,548.8344163571807,2.0,5172,off,bright,Moderate Activity
night,19.66,47.855000000000004,182.20343780599924,472.7933959122206,696.4330189414463,607.6628319600019,1.0,8374,heating_active,bright,Low Activity
evening,21.130000000000003,53.575,127.36724457635052,448.0432913931699,666.3012520574217,600.1649367999729,1.0,9385,maintenance_mode,very_bright,Low Activity
evening,23.44,50.87,124.0169202009902,450.58680328389573,564.468103946061,594.4026554605008,1.0,9385,cooling_active,moderate,Low Activity
evening,23.51,50.66,118.56051173731665,447.19225612828575,665.6699472361095,615.5532738017806,1.0,9385,maintenance_mode,moderate,Low Activity
afternoon,22.23,42.0,79.33206195301565,536.1800593207005,734.0780155807211,676.0418974652066,0.0,5693,heating_active,bright,Moderate Activity
evening,23.08,51.6,120.56677156896488,451.25151164741646,656.5547921306922,595.0250224241809,1.0,9385,maintenance_mode,very_dim,Low Activity
night,20.08,53.87,116.16854752743583,498.2092666260532,685.7257256108865,628.0497885163829,1.0,1826,cooling_active,very_bright,Moderate Activity
evening,22.81,53.575,118.92984514719907,435.75776677076374,642.0043741229422,579.092565899931,1.0,9385,cooling_active,moderate,Low Activity
night,21.62,56.73,129.45914577121945,467.78543622680854,673.2662110155118,600.2902875643531,2.0,5214,cooling_active,very_bright,Low Activity
evening,22.72,52.15,9.064592009938735,432.234037881127,618.8586700380455,574.9063657551703,2.0,9385,eco_mode,very_bright,Low Activity
evening,22.63,52.25,119.60061323992323,412.25170904062554,633.4852095843868,547.4217422270998,2.0,9385,maintenance_mode,bright,Low Activity
evening,21.63,53.56,137.1433600039987,459.2204196023479,670.6950511358249,606.6315758972222,2.0,9184,off,very_bright,Low Activity
evening,22.76,53.575,115.56870329450248,424.4230931899063,631.7388821514005,557.6918723563141,3.0,9385,cooling_active,very_bright,Moderate Activity
evening,10.07638626531165,44.01,95.83164923671538,494.8180539703821,684.9408204624357,611.6878755992566,1.0,8052,heating_active,bright,High Activity
night,22.56,52.11,119.82578679407663,433.57886850185866,641.6757959380525,567.6414700590354,3.0,9385,heating_active,very_bright,Low Activity
morning,11.834495195066202,50.79,117.90149149456322,500.8753899336135,714.7505552309852,644.7186417672805,1.0,1374,off,very_bright,Moderate Activity
morning,16.38,46.43,75.37552634289403,570.2993345783334,762.0026399782226,699.2610695567063,0.0,3418,cooling_active,bright,Low Activity
night,22.56,51.75,119.2198506010856,419.5812541692684,630.501785655528,566.1825716471698,3.0,9385,maintenance_mode,dim,Low Activity
night,22.49,52.05,117.59953978618807,433.13836322573815,628.3072984166528,561.1813800196775,3.0,9385,eco_mode,bright,Low Activity
night,22.47,52.34,122.52517797916325,415.471626203279,636.9229905008505,569.3179982762392,3.0,9385,cooling_active,very_bright,Low Activity
night,22.52,53.575,120.8254290370223,408.9994929425225,639.0008492443158,558.903398648014,3.0,9385,ventilation_only,very_bright,Low Activity
evening,24.18,52.29,106.42470137353835,461.74290815241545,652.2225954002488,583.1333309150256,3.0,6817,eco_mode,moderate,Low Activity
morning,19.58,55.66,120.4724327147382,462.5708350984516,890.1161739311877,630.55105894027,1.0,2847,maintenance_mode,very_bright,High Activity
night,22.38,52.13,122.52232348365352,435.8780318450717,635.7294685133098,560.7632120032865,3.0,9385,eco_mode,bright,Low Activity
evening,21.675,51.5,112.01453523923476,457.7593118077587,676.6008673862267,615.0217843997403,1.0,4507,eco_mode,very_bright,Low Activity
evening,23.93,49.44,114.76823890312085,450.84754690787975,678.3477091184078,610.6621366630412,1.0,9241,cooling_active,very_bright,Low Activity
night,22.21,53.575,130.2220832634429,420.17444992216537,642.4289720044071,565.7704480171443,3.0,9385,ventilation_only,bright,Low Activity
evening,24.24,49.23,97.7481361473573,478.97084837519753,672.1628055269613,576.9217279246584,1.0,9127,ventilation_only,very_dim,Low Activity
morning,17.89,51.41,116.99317195235444,389.86238913884387,675.9578216292955,589.1381815468275,1.0,3418,off,very_bright,Moderate Activity
night,22.06,52.86,123.70060235947136,434.27371398323294,645.9447300052277,562.7376250625376,1.0,9385,ventilation_only,moderate,Low Activity
morning,17.99,44.47,69.25887241125506,582.0233080477125,760.8939686483825,714.2940855049594,1.0,5820,off,bright,Moderate Activity
night,20.81,52.87,123.52345649700771,389.1080511694358,651.9197261701368,570.610080836008,2.0,7395,cooling_active,moderate,Low Activity
night,21.9,52.96,123.13260821583626,438.59599038503006,652.4746811382338,577.484456966882,3.0,9385,cooling_active,moderate,Low Activity
evening,23.34,48.94,224.06153095253447,439.1739280356515,677.3290471446675,630.5025033060466,1.0,2847,cooling_active,very_dim,Moderate Activity
night,21.78,53.575,123.82185003670352,443.9076930396334,816.5398268260084,593.709716567421,3.0,9385,cooling_active,very_bright,Low Activity
night,19.32,56.73,142.16204521760957,409.9183229284291,677.7558487646994,600.0680906972635,2.0,8649,maintenance_mode,very_bright,Low Activity
night,21.6,53.44,126.7818880078618,431.4453124619691,651.5415241434322,578.0612712136488,3.0,9385,off,very_bright,Low Activity
morning,16.91,49.58,81.75159244109494,552.735963193246,714.8189264062946,660.638087189615,1.0,7963,heating_active,very_bright,Low Activity
night,21.46,53.83,124.73593519048347,452.0070661937223,655.0102047263513,584.5166114053272,3.0,9385,heating_active,very_bright,Low Activity
night,21.42,53.92,129.06466551760707,448.05592243037006,663.4005976492198,582.4471532112913,2.0,9385,cooling_active,bright,Low Activity
night,21.49,53.575,131.14293691646594,437.2540120415978,877.7342384122151,581.3515731288769,2.0,9385,ventilation_only,very_bright,Low Activity
night,18.62,51.15,121.3351199766075,475.28061587392966,726.8849672484566,653.6451062032362,1.0,5820,maintenance_mode,very_bright,Moderate Activity
night,21.4,53.75,119.30631597122284,427.21211171565625,658.5614253314293,587.8196439079088,2.0,9385,heating_active,very_bright,Low Activity
night,21.39,53.575,124.4688581808485,423.7554526085446,664.5733748273839,591.0833067759417,2.0,9385,cooling_active,bright,Low Activity
night,21.34,53.72,126.98386500312697,411.7958721088745,667.4575822149422,587.7029776605656,2.0,9385,ventilation_only,very_bright,Low Activity
evening,21.07,48.07,114.75535299060547,441.5084469917484,668.7231726562447,598.7477548200061,2.0,6431,heating_active,very_dim,Low Activity
night,21.130000000000003,54.19,119.22848207166032,431.8486698222812,651.5883550043712,598.3828111931833,2.0,9385,eco_mode,very_bright,Low Activity
afternoon,22.54,53.68,102.50382801471466,487.51867499985264,678.0876116519769,598.4546163476373,1.0,3592,maintenance_mode,dim,High Activity
afternoon,21.96,54.47,207.73171132233028,414.17690676806654,691.4787234170584,605.1951924554065,1.0,3074,eco_mode,very_dim,High Activity
morning,16.78,51.355000000000004,63.843553447777985,590.1020446899805,760.8458398728129,705.9196535287555,1.0,4129,off,very_bright,Low Activity
night,21.27,53.38,116.69215239173398,433.79974825435767,657.7603304014048,598.4426744707196,2.0,9385,ventilation_only,bright,High Activity
morning,19.05,55.98,109.77253249823956,474.5245189038583,683.508830196048,594.3349341660746,1.0,3856,eco_mode,bright,High Activity
night,21.12,53.9,120.6664726933274,431.6486782810228,667.866437918325,600.6544234688389,1.0,9385,heating_active,very_bright,Low Activity
night,21.14,53.81,122.4536883338102,439.01234984588666,665.9242501689282,584.892348517812,1.0,9385,cooling_active,very_bright,Low Activity
night,20.81,49.39,104.72800575805692,458.3333858571954,685.499619677995,595.7311045283832,2.0,8374,off,very_bright,Moderate Activity
night,21.07,54.07,115.58867205819882,431.7614679687284,669.1511707264955,598.6936539242104,2.0,9385,eco_mode,very_bright,Low Activity
night,21.04,54.08,115.38432241838156,425.70076096590793,661.7280021941823,602.830596203482,2.0,9385,eco_mode,moderate,Low Activity
night,20.97,54.2,114.98479379368034,432.7763424434358,668.199964230271,595.4710659001272,2.0,9385,maintenance_mode,bright,Low Activity
night,20.95,53.575,119.33856710951838,437.4964043960857,666.6661113948404,612.615187092974,2.0,9385,off,moderate,Low Activity
night,20.87,53.575,119.06523987930204,437.0889527763923,674.3044674420127,604.661240941303,2.0,9385,off,bright,Low Activity
afternoon,17.08,42.28,63.4855449415868,611.269665012859,770.8117832851716,716.8306698804408,1.0,8374,maintenance_mode,moderate,Moderate Activity
night,21.96,52.235,135.7011055565107,370.63913218633263,637.1940797351124,550.3496163798967,2.0,3074,eco_mode,bright,Moderate Activity
morning,19.8,54.445,100.31301305892693,488.5151533312469,647.4542810532059,574.4361926161254,2.0,3592,off,very_bright,Low Activity
night,20.78,54.2,109.69490543152018,462.7474126847167,678.0273611022382,591.5218132302894,2.0,9385,off,very_bright,Low Activity
night,20.64,54.54,37.56676281535357,434.4065867807339,673.5463789734963,607.8119180591812,2.0,9385,off,very_bright,Low Activity
night,21.62,52.54,125.38260691708471,449.85494449866206,592.7361550655511,505.2896413479556,4.0,7058,cooling_active,very_bright,Low Activity
night,20.63,54.46,123.14794908388627,445.1496878850398,666.6382355338828,613.5068073024033,2.0,9385,heating_active,bright,Low Activity
morning,19.21,48.43,80.43763460736986,531.1196233291674,720.8841793689236,677.9883122220234,0.0,3856,heating_active,moderate,Low Activity
night,20.35,50.985,120.03727861074508,431.0708270997867,686.8559501217787,614.6622917367995,1.0,7395,off,bright,Low Activity
morning,18.15,52.3,124.08630379840707,490.8831150422144,686.9685384416142,626.2484797284741,1.0,1374,heating_active,dim,Low Activity
evening,23.13,47.25,102.67448554983272,448.8485757578834,693.132050234728,607.4533760157769,1.0,1482,off,very_dim,High Activity
afternoon,16.36,46.635,97.13154920380651,508.11724060940696,734.701808367196,665.3956206031813,1.0,5820,ventilation_only,moderate,Moderate Activity
night,20.48,53.575,121.01990897643088,436.4048837332592,683.7404699110606,615.139157450254,1.0,9385,off,very_bright,Low Activity
morning,18.93,56.13,113.8525610173168,496.684589894346,677.6433943500223,621.8814397355196,1.0,3856,heating_active,moderate,Low Activity
night,19.51,49.23,112.00285198364118,476.6597357817906,694.374019336662,619.9094065697461,1.0,9127,cooling_active,very_bright,High Activity
afternoon,18.13,54.02,106.5387153368531,528.0431617180004,719.0390142502476,643.7085462866619,1.0,9658,cooling_active,dim,Moderate Activity
evening,21.87,47.49,94.76352792902613,497.408434166265,686.6507313935276,622.760955126843,1.0,2586,off,very_bright,Moderate Activity
night,20.29,54.93,117.88832766177995,459.1211158911401,685.9726159713459,616.127629120317,1.0,9385,cooling_active,bright,Moderate Activity
night,21.130000000000003,55.07,119.3752267391189,461.96715051244325,679.730572181291,613.6364532274249,1.0,9385,off,very_bright,Moderate Activity
afternoon,18.25,45.86,69.1237377643159,557.2458456190916,750.5250819888013,689.6878782733221,0.0,1826,maintenance_mode,very_bright,Low Activity
night,20.18,54.93,115.30911611453708,471.77650984505414,685.9479282176382,619.5533617645611,1.0,9385,cooling_active,very_bright,Low Activity
night,20.21,53.575,117.72285714138413,455.3123344286393,682.9847055785447,607.9281847055902,1.0,9385,heating_active,very_bright,High Activity
night,20.14,55.03,116.51713052142946,461.7101608334937,680.1451605813941,629.3847081815862,1.0,9385,maintenance_mode,very_bright,Moderate Activity
evening,20.57,54.445,112.73243047997838,468.72839967511743,670.3350273831547,593.8525282043458,1.0,3592,off,bright,Low Activity
morning,20.05,55.21,119.1320118289676,466.8282318192621,673.2213502012232,624.0083585709058,1.0,9385,ventilation_only,very_bright,Moderate Activity
